CustomerID,ProductID,Quantity,Price,PaymentMethod,StoreLocation,ProductCategory,DiscountApplied(%),TotalAmount,TransactionDay
47999,D,3,43.69259776,PayPal,"257 Martin Falls
Whitakerborough, SC 38376",Home Decor,19.97503164,104.8949626,72
43807,C,7,21.31634724,Debit Card,"4565 Wright Land
North Daniel, IA 65963",Home Decor,3.594113899,143.8514941,268
628270,A,5,61.43280267,Debit Card,"6472 Jones Courts Apt. 861
West Dawnport, KS 09150",Books,6.323547799,287.7403501,155
550741,D,9,49.3833028,Cash,"4314 Thomas Walk
Daleshire, IL 52627",Clothing,17.0641798,368.608025,276
101274,D,7,85.31977157,Credit Card,"70323 Stacey Underpass Suite 300
Bishopberg, IL 77977",Books,13.2077957,518.3563731,350
140471,B,2,48.06615492,Credit Card,"21894 Raymond Ports
North Gabriela, WA 85466",Electronics,16.51721833,80.25392634,171
635224,B,4,98.70968076,PayPal,"13996 Peter Mountain Apt. 674
Craigport, FM 62580",Books,13.84911501,340.1570542,357
2398,C,9,80.18639604,Credit Card,"49823 Robin Rue
Leonardchester, VT 82863",Electronics,4.456275585,689.5176233,111
857878,C,2,53.87055008,Debit Card,"265 Williams Passage
North Andrew, GU 20893",Books,12.07332915,94.73316251,15
939765,B,9,59.69753447,Debit Card,"763 Castro Greens Suite 106
Lake Katrina, OK 64411",Books,18.77811951,436.3871409,190
11882,D,5,88.00755476,Debit Card,"711 Megan Garden Apt. 572
Nathanview, ND 02023",Electronics,13.07468591,382.504217,148
147124,C,2,79.67386347,Cash,"USNS David
FPO AE 12953",Clothing,12.91378242,138.7699082,145
895908,B,4,69.19620564,Debit Card,"53378 Lauren Union Suite 356
Mullinsborough, MP 94292",Electronics,16.51074194,231.0855948,281
589251,A,7,34.01289338,PayPal,"991 Dennis Overpass Suite 417
South Julie, VA 10018",Clothing,14.11085151,204.4936915,347
608105,B,8,46.93122876,Cash,"55336 Meagan Loaf
Martinstad, NH 88472",Home Decor,16.11718005,314.9379049,297
800568,D,3,80.84663037,Credit Card,"6238 Scott Fork Suite 235
North Andrewmouth, MD 44878",Electronics,5.868724608,228.3058928,85
985370,A,1,66.47187502,PayPal,"602 Smith Plains
Port Jacquelinechester, DC 13268",Electronics,10.5145845,59.48263356,353
240172,B,4,96.08493944,PayPal,"8369 Gentry Tunnel Suite 510
East Edwardstad, RI 25668",Clothing,17.4431825,317.2986724,361
232632,D,2,88.55958357,Credit Card,"3811 William Station Suite 818
Garciafort, OH 36967",Home Decor,12.84060049,154.3760025,224
138129,B,8,48.43840968,Cash,"2059 Moore Station
Clarkehaven, WI 88632",Clothing,6.596179738,361.9466009,6
201514,B,4,36.44356796,Cash,"0894 Leonard Cliff
North Ellenstad, MN 82818",Books,5.640954187,137.5512119,167
143001,A,2,21.16617709,PayPal,"31207 Johnson Crest
Georgeland, WV 31249",Home Decor,15.30872409,35.85181088,177
391352,D,6,46.6865179,Cash,"5091 Sullivan Mountains
Joshuaside, FM 03816",Home Decor,13.83077927,241.376452,128
94047,A,6,30.40141062,Cash,"9919 Smith Island Apt. 355
Peterview, OK 37147",Electronics,9.811217151,164.5119732,89
182358,C,4,11.50353148,Credit Card,"00172 Tamara Lake
Woodsville, TX 24419",Books,3.970779906,44.18700627,331
91439,D,6,22.43927871,PayPal,"18886 Kara Brooks Apt. 597
East Kellyfort, WV 95330",Electronics,5.872273942,126.7294968,117
370994,D,2,50.77103606,Credit Card,"728 Richard Flats
Janeport, WV 96023",Clothing,17.63195806,83.63821655,274
194267,C,2,90.31749132,PayPal,"46843 Christina Points Apt. 345
Snyderhaven, ME 39116",Clothing,6.837288023,168.2844486,140
597183,D,4,38.88635212,Cash,"60674 Robles Overpass
Jonfort, DC 58160",Clothing,10.30417712,139.5177341,139
173860,D,8,49.70081448,Cash,"91529 Cody Mills Suite 147
Churchmouth, FL 72882",Clothing,6.426451838,372.0545246,236
667324,A,7,44.56655375,PayPal,"1347 Chang Rue Suite 808
Kennethmouth, AL 49384",Electronics,15.72327504,262.9146235,75
74054,A,9,43.20773421,Debit Card,"454 Mendoza Springs Suite 108
Davidtown, FL 92203",Home Decor,3.940537885,373.5460537,107
766020,B,8,75.03749694,PayPal,"68293 Ryan Station
Martinchester, OH 22553",Home Decor,16.61582338,500.5551919,250
301389,A,5,55.54281545,Debit Card,"15068 Regina Isle
Ariasshire, AZ 83493",Electronics,9.025839192,252.6480512,91
604511,D,2,46.75985559,Credit Card,"56928 Patricia Mountains
West Andrea, OH 00781",Books,8.785967794,85.30309947,297
107408,D,5,94.89902096,Cash,"67679 Chen Rapids Apt. 359
Williamchester, AS 53803",Books,18.44927581,386.9541942,115
62783,C,8,34.86587311,Credit Card,"98846 Joe Hills Suite 859
Nelsonside, MS 19302",Electronics,4.863213028,265.3621714,182
937640,C,9,84.95648436,Credit Card,"55894 Linda Courts Apt. 063
Stevenbury, MA 20451",Home Decor,15.53718329,645.809757,279
116855,B,9,56.35052523,Cash,"6918 Ashley Walks
West Jean, MN 95503",Electronics,19.3004819,409.2714208,358
775212,D,1,49.7519958,Debit Card,"005 Faulkner Walk
Matthewhaven, NC 85743",Books,19.15562133,40.22169188,56
624973,D,9,15.66692134,PayPal,"47515 Grimes Grove Apt. 919
East James, GA 19407",Electronics,14.96717317,119.8982348,326
210377,A,7,87.26431386,Debit Card,"Unit 4486 Box 3431
DPO AE 41617",Books,5.36747935,578.0629389,62
73098,C,9,34.35962323,Cash,"696 Cruz Highway Suite 922
Amberview, MN 52354",Electronics,17.90654433,253.8630186,2
600510,B,8,71.14204196,Cash,"28132 Wolfe Bypass
West Russellberg, MI 13911",Electronics,8.220374972,522.3511948,272
120603,A,1,88.70304269,Credit Card,"04736 Nicholas Islands Suite 795
Jamesland, IN 70189",Clothing,7.700165198,81.87276186,63
449129,B,8,58.25233549,Debit Card,"3011 Smith Island Suite 451
East Philliphaven, WY 63813",Clothing,7.809105877,429.6267915,311
300948,B,8,67.66009434,Debit Card,"67274 Mendez Curve
Hawkinsfurt, NY 02451",Home Decor,1.213184505,534.7140205,319
268031,C,3,40.61638711,PayPal,"172 Christopher Route
North Christyside, MO 24531",Electronics,7.121015695,113.1722634,335
70530,C,1,75.38851452,PayPal,"PSC 8454, Box 4823
APO AE 17356",Books,18.43627657,61.48967949,159
54429,D,8,69.09431329,Debit Card,"5933 Roberts Wall Apt. 225
South Dannyborough, WA 41280",Home Decor,5.371900825,523.0610825,342
120177,D,3,50.03074725,PayPal,"42485 Kristina Walks
Catherinemouth, CT 93272",Electronics,6.031257077,141.0397928,83
853797,D,3,67.11419404,Credit Card,"904 Elizabeth Gardens Suite 981
New Isaiah, PR 39559",Books,15.50945109,170.1154528,107
127138,D,1,33.63936661,Debit Card,"008 Knight Pines
Myersberg, FM 97841",Home Decor,1.244171467,33.22083521,151
472995,B,5,69.2038385,Cash,"Unit 5493 Box 4915
DPO AE 46180",Books,16.49585071,288.9403831,139
493821,A,7,70.54673544,Credit Card,"280 Grant Junctions Apt. 423
Crosbyfort, NV 96865",Electronics,17.13967728,409.1867686,362
571728,A,9,50.03989495,Credit Card,"4918 Benson Springs Apt. 545
Bakerville, AS 80512",Books,2.865302125,437.454907,11
509745,C,7,32.44361216,Debit Card,"Unit 4248 Box 3478
DPO AP 26267",Books,4.70639588,216.4168113,61
229231,B,9,82.27593684,Credit Card,"501 Wright Junction
Port William, DE 66411",Home Decor,14.37946628,634.0058662,165
268207,D,8,77.87144604,Debit Card,"469 Walker Forks Apt. 596
Danielburgh, OH 96428",Clothing,9.412914394,564.3317879,71
727748,B,2,15.13826686,Credit Card,"27719 Johnson Land Suite 271
Lake Rachel, MS 25472",Electronics,6.271852121,28.37763431,22
216500,A,1,54.48413965,Credit Card,"616 Edwards Walk Suite 451
North Thomasmouth, TN 07097",Books,7.935460701,50.16057216,183
892466,C,7,18.28998616,PayPal,"96496 Patrick Islands
Lake Nicole, IN 92062",Home Decor,15.52832487,108.1490038,291
867913,D,7,38.76064825,PayPal,"81215 Drake Centers
South Ashleyhaven, IL 05545",Clothing,2.444920689,264.690868,211
199367,A,8,48.00152337,Debit Card,"2959 Heather Orchard
North Rebecca, MT 87449",Books,15.65384587,323.8995111,306
496177,A,5,25.91976008,Cash,"7455 Pena Cape
Tiffanystad, ME 78027",Electronics,5.391257854,122.6117949,222
497860,B,3,52.20121515,Debit Card,"20633 Jeremiah Trace
North Jose, VT 92231",Home Decor,15.40578351,132.4776269,354
487175,D,8,73.55990778,Debit Card,"98751 Isaac Court Apt. 812
East Tracy, IL 95098",Clothing,19.08665624,476.1582484,45
573789,B,6,49.32689403,PayPal,"269 Gonzales Prairie
Anthonyburgh, ID 16216",Books,18.67648085,240.6861967,93
63925,B,3,31.07258121,Debit Card,"065 Nancy Gateway Suite 237
Port Marcus, AL 04964",Electronics,19.7587519,74.79908093,158
87781,C,1,47.33364372,Debit Card,"90846 Fuller Burgs
Hendersontown, VT 91293",Books,4.362300725,45.26880784,80
350384,A,3,63.31661184,Credit Card,"319 Cory Park
Dukeland, RI 05923",Electronics,19.41658202,153.0680699,363
829031,D,5,94.27530854,Cash,"2155 Hartman Turnpike Apt. 632
Charlestown, MO 76093",Electronics,3.902613929,452.9805361,170
211409,C,3,54.95003129,Credit Card,"PSC 4308, Box 2125
APO AE 53765",Clothing,0.980459509,163.2338054,249
13104,D,1,89.90766963,Debit Card,"85150 Harris Garden
Rodriguezville, NY 80407",Clothing,3.435628997,86.81877567,171
113126,B,5,98.61003733,PayPal,"373 Wagner Extensions
Port Heidi, IN 15041",Electronics,0.433074844,490.9149103,22
954635,C,7,60.3116587,Cash,"344 Sutton Plains Apt. 541
Tammyport, LA 57073",Electronics,0.110103223,421.7167753,31
123054,A,7,23.23620157,PayPal,"407 Klein Club Apt. 003
Davistown, AS 09777",Books,12.08886147,142.9904655,230
965904,D,3,87.61206739,Cash,"86293 Nancy Radial
South Jamesview, FM 65253",Electronics,5.854469012,247.4485382,144
282062,D,7,88.17045193,Cash,"85502 Colleen Fields Suite 061
Johnsonside, MD 12669",Books,9.014604013,561.5556438,210
477717,D,1,95.54941634,PayPal,"62861 Cruz Wall Suite 673
North Teresabury, AS 87155",Electronics,4.447918859,91.29945583,163
425222,D,4,34.87919125,Debit Card,"785 Gomez Knoll
Jeffreyport, VT 46521",Home Decor,19.06080968,112.9237399,36
649944,C,4,40.00875001,Credit Card,"60384 Mark Divide
Port Hannahfurt, NM 16259",Books,6.147555635,150.1967594,264
235323,B,5,71.83872922,Debit Card,"77571 Aguilar Crescent
New Timside, TN 43984",Home Decor,0.462871045,357.5310427,238
397000,B,7,60.7513013,PayPal,"494 Lopez Spring
Debrafort, DC 31407",Clothing,8.037027267,391.0809185,116
986917,D,7,88.15321933,Debit Card,"17681 Patterson Brook
West Curtisborough, FM 27507",Home Decor,2.265975151,603.089825,34
391278,C,4,32.90556652,Debit Card,"274 Clinton Row
South Lisa, GU 59454",Clothing,17.0030783,109.2424291,299
945683,A,7,69.25684863,Credit Card,"21205 Matthew Coves Apt. 355
Lake Graceton, WA 89273",Electronics,10.70596275,432.8956535,313
999329,D,3,94.63688687,PayPal,"88318 Jeffrey Harbor
Aliciafort, ME 52389",Books,1.830624263,278.7133232,182
934277,A,6,29.42846622,PayPal,"841 Jennifer Lodge Suite 593
West Amandabury, NM 27811",Clothing,7.311670811,163.6605219,185
174338,D,2,37.61916743,Credit Card,"22794 James Fort Suite 378
East Victoria, AZ 38497",Clothing,7.448973926,69.63385092,139
545912,A,9,46.66759982,Credit Card,"957 John Grove Suite 224
Carrollfurt, MA 25724",Home Decor,15.36549112,355.4720453,317
88220,A,5,17.8385125,Cash,"92480 Kelsey Club Apt. 792
North Danabury, NV 52001",Books,19.4253636,71.86658291,54
173080,C,6,25.91827387,PayPal,"3346 Hunt Vista
West Michaelside, HI 52847",Home Decor,6.190253151,145.8832026,189
400897,D,4,44.38842668,Credit Card,"235 Logan Road
Port Marcusport, WY 03455",Electronics,4.343152928,169.8422777,71
636398,C,7,16.69540414,Cash,"PSC 3555, Box 8474
APO AA 67962",Home Decor,14.88628199,99.4705544,161
638748,A,9,42.63801915,PayPal,"490 Young Fields
Smallberg, MT 45964",Electronics,10.24981199,344.4093212,124
597048,D,7,31.97276084,Debit Card,"780 Kristi Creek
West Hannahberg, MS 83311",Books,14.73131551,190.8392679,289
472957,B,1,87.80595497,PayPal,"14566 Alyssa Court Suite 449
Melindafort, FM 88989",Home Decor,1.069206714,86.86712781,173
84596,D,1,64.76441874,Cash,"5501 Harold Spurs Apt. 087
East Tracyport, UT 09987",Home Decor,19.9400979,51.85033024,32
562014,A,9,90.86410263,Debit Card,"68754 James Branch Apt. 009
Alexisville, NE 90702",Books,9.685291703,738.5728431,99
469434,B,9,28.25982796,PayPal,"4321 Susan Valleys
West Benjamin, ID 64991",Electronics,16.69877986,211.8670335,339
252922,A,4,17.34917877,Cash,"Unit 1535 Box 5709
DPO AP 57706",Clothing,3.582091919,66.91086094,238
977032,A,9,41.86424795,Debit Card,"96028 Eddie Estate
Mitchellville, NE 77272",Clothing,3.135656986,364.9637586,131
745071,C,3,15.07826861,PayPal,"080 Thomas Route Suite 101
South Jamesmouth, WA 54676",Home Decor,7.175804257,41.9888447,151
638578,D,7,89.51626496,PayPal,"4048 David Islands Apt. 534
Daviston, AZ 16773",Books,4.85644891,596.182673,188
254206,A,6,26.93368276,PayPal,"3530 Ellis Avenue
Port Tracy, ME 79036",Electronics,3.244001859,156.3597216,45
937354,A,8,22.69652511,PayPal,"50572 Steven Square Apt. 432
Thomasstad, GU 29278",Home Decor,1.904333216,178.1144611,79
758832,B,9,80.90037402,Debit Card,"248 Cochran Village
West Dianaland, TX 12916",Home Decor,2.095020551,712.8494511,56
889978,D,5,74.11664449,Debit Card,"8906 Williams Prairie Apt. 061
Nicolemouth, KS 94341",Electronics,3.302831309,358.3434838,325
381440,B,1,15.12604253,Cash,"505 Dennis Courts
North Christopherburgh, DE 62352",Books,2.023900944,14.81990641,15
330581,D,3,55.86087198,PayPal,"30842 Simon Mountains
New Davidbury, KS 13404",Home Decor,11.0954571,148.9885587,335
630099,D,8,50.39649003,Debit Card,"031 Khan Parkway Apt. 597
North Tanyaland, OR 29820",Books,16.96378135,334.7787172,213
933612,A,6,44.8171824,Debit Card,"271 Cooper Haven
Anthonystad, OH 91347",Clothing,17.09178318,222.9427605,24
402432,D,8,21.40301423,Cash,"68018 Griffin Square
North Michaelborough, MP 69490",Electronics,18.96759544,138.7470166,128
517772,A,9,80.86168186,Cash,"03368 Ashley Divide
Gailport, WV 40464",Clothing,8.312041384,667.2638286,32
35839,B,4,31.59602153,Debit Card,"7700 Anthony Manors Apt. 103
Powellborough, MO 60997",Electronics,16.37203738,105.6924363,364
225733,D,1,51.24117781,Credit Card,"019 Marvin Cape
Terrifurt, MA 99203",Home Decor,14.22218199,43.95356425,136
776979,A,1,89.29578752,Debit Card,"758 Ashley Ports Suite 163
West Mary, RI 71233",Clothing,18.37811716,72.88490307,351
221937,A,4,38.64182086,Credit Card,"9425 Brandon Oval Suite 482
Crystalberg, MI 21625",Clothing,12.22981448,135.6639914,113
175416,D,7,13.21589879,Debit Card,"00330 Bates Valleys Suite 357
Bryanttown, IL 67826",Books,3.891313774,88.91138691,67
646696,D,2,90.02191983,Cash,"530 Anderson Drive
South Phillipfort, WV 81658",Books,16.26285021,150.7635797,242
688072,C,3,54.45015887,Credit Card,"167 Jason Course Apt. 531
West Paula, ID 11466",Electronics,3.863419042,157.0395632,157
916513,D,1,54.73566233,Debit Card,"459 Sutton Mountains Suite 451
Bernardport, WI 12076",Home Decor,8.686718668,49.98092933,343
538692,D,5,59.62741773,Debit Card,"09098 Morton Trafficway
North Loretta, AZ 89521",Books,14.21054906,255.7701714,338
172943,A,1,26.19405865,Credit Card,"Unit 9800 Box 8766
DPO AE 93292",Electronics,17.69561007,21.55886017,252
481676,D,8,74.33975096,Credit Card,"125 Vasquez Cove
Lake Megan, OR 45416",Clothing,5.661595281,561.047481,172
214608,A,1,30.82432032,PayPal,"636 Vega Inlet Suite 700
North Stevenview, CT 71706",Home Decor,3.030331887,29.89024111,224
590942,A,1,37.10333556,Credit Card,"9412 Saunders Terrace Apt. 183
Harrisfort, OK 19012",Books,12.30596026,32.53741383,347
108361,C,2,66.80700831,PayPal,"87005 Smith Harbors Suite 391
Hartchester, WA 85942",Home Decor,7.796451484,123.1968646,141
116067,B,2,77.47805803,Cash,"30226 Nina Extension Suite 568
New Jacobport, AL 11051",Books,12.90030588,134.9663031,217
420390,A,6,75.75551913,PayPal,"84808 Heather Drives
Everetthaven, TN 48694",Clothing,16.91507631,377.6484916,4
218306,C,7,17.48344175,Cash,"73076 Sweeney Pines
Mccarthyborough, KS 56018",Electronics,9.863590182,110.3126269,333
908160,B,5,77.911939,PayPal,"31900 Stewart Parkway Apt. 859
Jamesshire, VA 79536",Electronics,1.616726685,383.2615795,122
16642,A,1,69.64528917,Cash,"2694 Terrance Spurs Apt. 300
Sheilafort, NH 73334",Electronics,18.64104368,56.66268039,60
147851,C,1,64.45863786,Credit Card,"9442 Gray Rapids Apt. 456
West Angelaton, NJ 04734",Clothing,5.865678005,60.67770172,267
714511,A,3,97.01868272,Debit Card,"375 Audrey Isle Apt. 650
Gibsonmouth, NC 15026",Electronics,19.43676051,234.4841811,270
143779,A,2,41.2143105,Cash,"8659 Clay Street Apt. 193
Christineshire, FM 97293",Books,16.84075858,68.54701594,98
491768,B,5,71.47775954,Cash,"PSC 9458, Box 9421
APO AA 84039",Home Decor,6.461854636,334.2948531,134
390190,A,6,61.59105202,Cash,"581 Charlotte Land
Lake Jasonhaven, ME 77590",Home Decor,8.409567919,338.469064,185
718553,B,7,44.91639388,Debit Card,"4023 Jennifer Prairie Apt. 711
Rodriguezshire, NH 07463",Books,1.527390592,309.6124157,85
490125,C,4,80.9415652,PayPal,"9562 Peter Mill
Whitakermouth, PR 71963",Books,15.66106217,273.0610254,93
11452,B,7,46.2832959,Credit Card,"0585 Tiffany Square
Staceyborough, WA 20704",Electronics,6.220360362,303.8301567,68
98927,C,8,60.27001303,Credit Card,"20309 Clark Inlet Suite 305
South Juliaborough, SC 66330",Electronics,3.409486253,465.7209218,15
23830,C,1,60.45645023,Debit Card,"610 Martinez Points Suite 875
Morrisview, KY 61533",Books,16.25173685,50.63122703,14
322347,A,6,56.01948781,PayPal,"505 Haynes Stream Suite 207
East Natalie, AR 71209",Home Decor,16.89058253,279.3448199,353
99487,D,8,51.16619973,Debit Card,"7089 Marshall Cliff Apt. 323
New Wendymouth, CT 55710",Books,7.345053301,379.2641207,48
174752,B,5,25.10012015,PayPal,"1196 Corey Bypass Suite 715
Sosaville, MN 09737",Clothing,5.137626912,119.0528481,255
150760,B,4,31.67611866,Debit Card,"0522 Peters Branch
North Brandonville, CT 86024",Books,13.14385457,110.0506228,144
300755,C,2,21.11526402,Credit Card,"385 Jamie Extensions
Lake Crystal, ME 45133",Books,5.863023355,39.75454231,335
318978,B,6,75.11420555,Cash,"8238 Cristian Course Suite 182
Port Gregory, NC 86391",Home Decor,10.17715166,404.8183136,282
447037,D,6,76.98651829,Credit Card,"06505 Park Mews Suite 258
Vasquezton, MN 05747",Electronics,12.84973774,402.5637156,188
494205,D,1,67.46760751,Cash,"88341 Hammond Vista Suite 966
East Michelleborough, MI 91511",Electronics,12.35020318,59.13522091,238
375520,D,9,92.58788273,Cash,"731 Steven Spring
Fullerhaven, MS 22618",Books,13.99231235,716.6942728,278
550537,C,6,33.84677181,Cash,"7636 Matthew Corners
Marshallbury, IN 29188",Electronics,7.306948304,188.2416342,269
372905,C,3,83.89215147,Cash,"35098 Ritter View
North Davidtown, WV 13685",Home Decor,10.78425766,224.5350171,170
116842,D,4,26.72503098,Cash,"667 Jamie Estate
North Vincentfort, NM 03983",Clothing,3.165920033,103.5157515,165
314341,B,4,16.10403928,PayPal,"98727 Jason Shores Suite 155
Williamsmouth, AS 63873",Books,3.460433204,62.18707901,36
342790,D,3,10.01159423,Credit Card,"04543 Breanna River Suite 442
East Antonio, HI 08553",Home Decor,11.5985811,26.55117405,84
16227,D,3,62.25700278,PayPal,"578 Gabriela Hollow
Port Krystalville, CA 78917",Clothing,5.716587123,176.0940809,150
706934,A,3,80.08662747,Debit Card,"982 Sharp Course Apt. 107
Charlesberg, PR 83735",Books,0.024677125,240.2005932,92
146849,D,4,84.06877407,Credit Card,"40336 Zachary Squares Suite 465
Bethanymouth, HI 03569",Books,16.117158,282.0771077,232
139063,A,7,52.35890696,PayPal,"125 Decker Lake Apt. 111
Lake Hunter, DE 65050",Clothing,3.151064542,354.9633081,349
289399,C,4,15.28484618,PayPal,"675 Atkins Centers
West Eddie, KS 42906",Electronics,11.09089939,54.35847706,209
108890,A,9,13.2186124,PayPal,"3484 Sara Glen
South Marcusland, UT 69551",Clothing,8.86460362,108.4215133,252
92407,D,1,92.56164203,Cash,"6421 Suzanne Summit Apt. 895
Smithshire, SC 08947",Home Decor,3.726203528,89.11260686,106
740728,B,8,18.36463251,Cash,"5744 Cheryl Throughway Suite 651
Elliottmouth, SC 56874",Home Decor,10.29563287,131.7910189,232
803995,C,7,80.61982972,Debit Card,"48801 Fowler Grove
Lake Joanstad, AZ 85474",Clothing,13.8942628,485.9280909,9
326729,D,2,16.26103767,Cash,"6719 Robert Field
Heatherview, CA 89879",Books,5.757405755,30.6496475,32
188339,B,8,26.50135055,Cash,"96755 Martin Plaza Apt. 189
Dawnfort, VA 12379",Books,14.63091936,180.9916746,197
670698,D,1,24.65800099,PayPal,"4767 Christopher Lake Apt. 361
Johnhaven, LA 24136",Books,17.12626426,20.43500658,335
736766,D,9,34.9396491,Debit Card,"USNS Jackson
FPO AA 77311",Electronics,10.66535065,280.918917,350
423547,D,9,46.50669549,Cash,"8552 Bennett Point
Lake Brittany, TX 58523",Books,1.360101341,412.8674157,152
276714,A,2,21.22533898,Cash,"Unit 4152 Box 6862
DPO AA 32838",Clothing,0.305080616,42.32116916,64
708509,D,7,97.58429288,Credit Card,"28965 John Glen
North Ericfurt, RI 35461",Home Decor,4.252478165,654.0417949,320
206597,C,3,10.18029828,Credit Card,"509 Hernandez Tunnel Apt. 576
Crosshaven, PA 57423",Electronics,19.77123768,24.50258193,226
909161,C,7,79.49066195,Debit Card,"558 Brenda Hill Suite 754
Pagebury, DC 96525",Books,11.34549674,493.3043604,54
149072,A,9,57.38572521,Credit Card,"060 Williams Neck
East Richard, PW 54196",Books,13.20918446,448.2498502,144
962327,B,4,17.70188529,PayPal,"457 Alice Stream
Raychester, MA 96500",Electronics,13.08423528,61.54291587,297
819538,C,1,20.80286863,Debit Card,"PSC 5089, Box 2406
APO AE 06601",Books,7.163218305,19.31271373,339
889340,D,2,63.09993008,PayPal,"29880 Shields Mill Suite 880
South Margaret, OK 02308",Clothing,2.705989583,122.7849051,99
802628,A,1,38.37280519,Debit Card,"050 Ashley Mission
Hornstad, NM 58384",Books,13.00777223,33.3813581,70
377265,B,5,50.51704631,PayPal,"Unit 9796 Box 6648
DPO AA 42931",Books,17.44533972,208.5208798,208
154281,C,5,59.42701996,Credit Card,"560 Carter Oval
Santanaborough, WI 51089",Clothing,10.10329829,267.1146544,255
699725,C,7,61.60133201,Debit Card,"758 David Fall Suite 562
Lake Joanne, OH 23209",Books,10.60834165,385.4651657,95
911956,B,9,62.43495989,PayPal,"1852 Regina Street
Carsonshire, VA 67329",Home Decor,15.76442488,473.3320279,89
53096,D,9,16.30455757,Credit Card,"131 Jennifer Via Suite 457
North Brett, AS 89297",Home Decor,14.85867478,124.9372474,183
805603,B,3,76.64306806,Credit Card,"18850 Brandon Pines Apt. 659
Shirleymouth, OH 61783",Home Decor,11.21637725,204.1394772,134
